Location,Site Name,Site Description,Latitude and Longitude(Deg Min Sec),Latitude and Longitude(Decimal),Link to site location,Picture Location,Copyright
France,Palace and Park of Versailles,"The Palace of Versailles was the principal residence of the French kings from the time of Louis XIV to Louis XVI. Embellished by several generations of architects, sculptors, decorators and landscape architects, it provided Europe with a model of the ideal royal residence for over a century.","N48 48 18, &dagger; &dagger; &dagger; &dagger; E2 7 10","48.805, 2.119444",http://whc.unesco.org/en/list/83,FRANCE24.jpg,&copy; Editions Gelbart
France,"Paris, Banks of the Seine","From the Louvre to the Eiffel Tower, from the Place de la Concorde to the Grand and Petit Palais, the evolution of Paris and its history can be seen from the River Seine. The Cathedral of Notre-Dame and the Sainte Chapelle are architectural masterpieces while Haussmann's wide squares and boulevards influenced late 19th- and 20th-century town planning the world over.","N48 51 30, &dagger; &dagger; &dagger; &dagger; E2 17 39","48.858333, 2.294167&dagger;",http://whc.unesco.org/en/list/600,FRANCE25.jpg,&copy; M & G Therin-Weise
France,"Place Stanislas, Place de la Carri&Euml;re and Place d'Alliance in Nancy","Nancy, the temporary residence of a king without a kingdom &ntilde; Stanislas Leszczynski, later to become Duke of Lorraine &ntilde; is paradoxically the oldest and most typical example of a modern capital where an enlightened monarch proved to be sensitive to the needs of the public. Built between 1752 and 1756 by a brilliant team led by the architect H&Egrave;r&Egrave;, this was a carefully conceived project that succeeded in creating a capital that not only enhanced the sovereign's prestige but was also functional.","N48 41 37, &dagger; &dagger; &dagger; &dagger;E6 10 60","48.693611, 6.183333&dagger;",http://whc.unesco.org/en/list/229,FRANCE26.jpg,&copy; Editions Gelbart
France,Pont du Gard (Roman Aqueduct),"The Pont du Gard was built shortly before the Christian era to allow the aqueduct of N&Oacute;mes (which is almost 50 km long) to cross the Gard river. The Roman architects and hydraulic engineers who designed this bridge, which stands almost 50 m high and is on three levels &ntilde; the longest measuring 275 m &ntilde; created a technical as well as an artistic masterpiece.","N43 56 50, &dagger; &dagger; &dagger; &dagger; E4 32 7","43.947222, 4.535278&dagger;",http://whc.unesco.org/en/list/344,FRANCE27.jpg,&copy; OUR PLACE The World Heritage Collection
France,Prehistoric Pile Dwellings around the Alps,"This serial property of 111 small individual sites encompasses the remains of prehistoric pile-dwelling (or stilt house) settlements in and around the Alps built from around 5000 to 500 B.C. on the edges of lakes, rivers or wetlands. The settlements are a unique group of exceptionally well-preserved and culturally rich archaeological sites, which constitute one of the most important sources for the study of early agrarian societies in the region.","N47 16 42, &dagger; &dagger; &dagger; &dagger; E8 12 27","47.278333, 8.2075",http://whc.unesco.org/en/list/1363,FRANCE28.jpg,"&copy; P. P&Egrave;trequin, Centre de la Recherches Archeologique de la Vall&Egrave;e de l&iacute;Ain"
France,Prehistoric Sites and Decorated Caves of the V&Egrave;z&Euml;re Valley,"The V&Egrave;z&Euml;re valley contains 147 prehistoric sites dating from the Palaeolithic and 25 decorated caves. It is particularly interesting from an ethnological and anthropological, as well as an aesthetic point of view because of its cave paintings, especially those of the Lascaux Cave, whose discovery in 1940 was of great importance for the history of prehistoric art. The hunting scenes show some 100 animal figures, which are remarkable for their detail, rich colours and lifelike quality.","N45 3 27, &dagger; &dagger; &dagger; &dagger; &dagger;E1 10 12","45.0575, &dagger; &dagger; &dagger; 1.17",http://whc.unesco.org/en/list/85,FRANCE29.jpg,&copy; UNESCO
France,"Provins, Town of Medieval Fairs","The fortified medieval town of Provins is situated in the former territory of the powerful Counts of Champagne. It bears witness to early developments in the organization of international trading fairs and the wool industry. The urban structure of Provins, which was built specifically to host the fairs and related activities, has been well preserved.","N48 33 35, &dagger; &dagger; &dagger; &dagger; E3 17 56","48.559722, 3.298889",http://whc.unesco.org/en/list/873,FRANCE30.jpg,&copy; Editions Gelbart
France,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange","Situated in the Rhone valley, the ancient theatre of Orange, with its 103-m-long facade, is one of the best preserved of all the great Roman theatres. Built between A.D. 10 and 25, the Roman arch is one of the most beautiful and interesting surviving examples of a provincial triumphal arch from the reign of Augustus. It is decorated with low reliefs commemorating the establishment of the Pax Romana.","N44 8 8.6 , &dagger; &dagger; &dagger; &dagger;E4 48 30.3","44.135722, 4.808417&dagger;",http://whc.unesco.org/en/list/163,FRANCE31.jpg,&copy; Editions Gelbart
France,Routes of Santiago de Compostela in France,"Santiago de Compostela was the supreme goal for countless thousands of pious pilgrims who converged there from all over Europe throughout the Middle Ages. To reach Spain pilgrims had to pass through France, and the group of important historical monuments included in this inscription marks out the four routes by which they did so.","N45 11 2.6, &dagger; &dagger; &dagger; &dagger;E0 43 22.6","45.184056, 0.722944",http://whc.unesco.org/en/list/868,FRANCE32.jpg,&copy; UNESCO
France,Strasbourg &ntilde; Grande &Oacute;le,"Surrounded by two arms of the River Ill, the Grande Ile (Big Island) is the historic centre of the Alsatian capital. It has an outstanding complex of monuments within a fairly small area. The cathedral, the four ancient churches and the Palais Rohan &ntilde; former residence of the prince-bishops &ntilde; far from appearing as isolated monuments, form a district that is characteristic of a medieval town and illustrates Strasbourg's evolution from the 15th to the 18th century.","N48 34 53, &dagger; &dagger; &dagger; &dagger;E7 44 53","48.581389, 7.748056",http://whc.unesco.org/en/list/495,FRANCE33.jpg,&copy; Editions Gelbart
France,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement","The Complexe du Capitole in Chandigarh (India), the National Museum of Western Art, Tokyo (Japan), the House of Dr Curutchet in La Plata (Argentina) and the Unit&Egrave; d&iacute;habitation in Marseille (France) reflect the solutions that the Modern Movement sought to apply during the 20th century to the challenges of inventing new architectural techniques to respond to the needs of society. These masterpieces of creative genius also attest to the internationalization of architectural practice across the planet.","N46 28 6.29, &dagger; &dagger; E6 49 45.61","46.468414, 6.829336",http://whc.unesco.org/en/list/1321,FRANCE34.jpg,&copy; FLC/ADAGP
France,"The Causses and the C&Egrave;vennes, Mediterranean agro-pastoral Cultural Landscape",The Causses and the C&Egrave;vennes can be seen as an exemplar of Mediterranean agropastoralism and specifically to represent a response common to the south-west of Europe. The landscape areas manifest exceptional responses to the way the system has developed over time and particularly over the past millennia.,"N44 13 13, &dagger; &dagger; &dagger; &dagger; E3 28 23","44.220278, 3.473056",http://whc.unesco.org/en/list/1153,FRANCE35.jpg,&copy; Parc naturel r&Egrave;gional des Grandes Causses
France,"The Climats, terroirs of Burgundy","Firstly, the vineyards and associated production units including villages and the town of Beaune, which together represent the commercial dimension of the production system. The second part includes the historic centre of Dijon, which embodies the political regulatory impetus that gave birth to the climatssystem. The site is an outstanding example of grape cultivation and wine production developed since the High Middle Ages.","N47 3 29, &dagger; &dagger; &dagger; &dagger; &dagger; E4 51 52","47.058056, 4.864444&dagger;",http://whc.unesco.org/en/list/1425,FRANCE36.jpg,&copy; Jean-Louis Bernuy
France,The Loire Valley between Sully-sur-Loire and Chalonnes,"The Loire Valley is an outstanding cultural landscape of great beauty, containing historic towns and villages, great architectural monuments (the ch&sbquo;teaux), and cultivated lands formed by many centuries of interaction between their population and the physical environment, primarily the river Loire itself.","N47 23 56.004, &dagger; E0 42 10.008","47.39889, 0.70278",http://whc.unesco.org/en/list/933,FRANCE37.jpg,&copy; Editions Gelbart
France,"V&Egrave;zelay, Church and Hill","Shortly after its foundation in the 9th century, the Benedictine abbey of V&Egrave;zelay acquired the relics of St Mary Magdalene and since then it has been an important place of pilgrimage. St Bernard preached the Second Crusade there in 1146 and Richard the Lion-Hearted and Philip II Augustus met there to leave for the Third Crusade in 1190. With its sculpted capitals and portal, the Madeleine of V&Egrave;zelay &ntilde; a 12th-century monastic church &ntilde; is a masterpiece of Burgundian Romanesque art and architecture.","N47 27 59, &dagger; &dagger; &dagger; &dagger;E3 44 54","47.466389, 3.748333&dagger;",http://whc.unesco.org/en/list/84,FRANCE38.jpg,&copy; UNESCO
France,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","The nature reserve, which is part of the Regional Natural Park of Corsica, occupies the Scandola peninsula, an impressive, porphyritic rock mass. The vegetation is an outstanding example of scrubland. Seagulls, cormorants and sea eagles can be found there. The clear waters, with their islets and inaccessible caves, host a rich marine life.","N42 19 30.7, &dagger; &dagger; &dagger;E8 37 43.8","42.325194, 42.325194",http://whc.unesco.org/en/list/258,FRANCE39.jpg,&copy; Evergreen
France,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,"The tropical lagoons and coral reefs of New Caledonia are an outstanding example of high diversity coral reef ecosystems and form one of the three most extensive reef systems in the world. &dagger;They are of exceptional natural beauty, and contain diverse reefs of varying age from living reefs through to ancient fossil reefs, providing an important source of information on the natural history of Oceania.","S20 24 43 , &dagger; &dagger; E164 33 59","-20.411944, 164.566389&dagger;",http://whc.unesco.org/en/list/1115,FRANCE40.jpg,&copy; Elo&Ocirc;se Bresson
France,"Pitons, cirques and remparts of Reunion Island","Dominated by two towering volcanic peaks, massive walls and three cliff-rimmed cirques, the property includes a great variety of rugged terrain and impressive escarpments, forested gorges and basins creating a visually striking landscape. It is the natural habitat for a wide diversity of plants, presenting a high level of endemism. There are subtropical rainforests, cloud forests and heaths creating a remarkable and visually appealing mosaic of ecosystems and landscape features.","S21 5 58, &dagger; &dagger; &dagger; &dagger; E55 28 48","-21.099444, 55.48",http://whc.unesco.org/en/list/1317,FRANCE41.jpg,&copy; Herv&Egrave; Douris
France,Pyr&Egrave;n&Egrave;es - Mont Perdu,"The site, with a total area of 30,639 ha, includes two of Europe's largest and deepest canyons on the Spanish side and three major cirque walls on the more abrupt northern slopes with France, classic presentations of these geological landforms. The site is also a pastoral landscape reflecting an agricultural way of life that was once widespread in the upland regions of Europe but now survives only in this part of the Pyr&Egrave;n&Egrave;es.&dagger;","N42 41 7.512, &dagger; &dagger;E0 0 1.8","42.68542, 0.0005&dagger;",http://whc.unesco.org/en/list/773,FRANCE42.jpg,&copy; UNESCO
Norway,Bryggen (1979),"Bryggen, the old wharf of Bergen, is a reminder of the town&iacute;s importance as part of the Hanseatic League&iacute;s trading empire from the 14th to the mid-16th century. Many fires, the last in 1955, have ravaged the characteristic wooden houses of Bryggen. Its rebuilding has traditionally followed old patterns and methods, thus leaving its main structure preserved, which is a relic of an ancient wooden urban structure once common in Northern Europe. Today, some 62 buildings remain of this former townscape.","N60 23 49.992, &dagger; &dagger; E5 19 23.016","60.39722, 5.32306",http://whc.unesco.org/en/list/59,Norway1.jpg,Bryggen &copy; Erik K Veland
Norway,Rjukan-Notodden Industrial Heritage Site (2015),"Located in a dramatic landscape of mountains, waterfalls and river valleys, the site comprises hydroelectric power plants, transmission lines, factories, transport systems and towns. The company towns of Rjukan and Notodden show workers&iacute; accommodation and social institutions linked by rail and ferry to ports where the fertilizer was loaded. The Rjukan-Notodden site manifests an exceptional combination of industrial assets and themes associated to the natural landscape. It stands out as an example of a new global industry in the early 20th century.","N59 52 43, &dagger; &dagger; &dagger; &dagger; &dagger; &dagger;E8 35 37","59.878611, 8.593611",http://whc.unesco.org/en/list/1486,Norway2.jpg,Rjukan seen from top of Krosso Aerial Cableway &copy; Hans-Dieter Fleger
Norway,Rock Art of Alta (1985),"This group of petroglyphs in the Alta Fjord, near the Arctic Circle, bears the traces of a settlement dating from c. 4200 to 500 B.C. The thousands of paintings and engravings add to our understanding of the environment and human activities on the fringes of the Far North in prehistoric times.","N69 57 0, &dagger; &dagger; &dagger; &dagger; &dagger; &dagger;E23 10 59.988","69.95, &dagger; 23.18333&dagger;",http://whc.unesco.org/en/list/352,Norway3.jpg,Rock Art of Alta (Norway) &copy; UNESCO
Norway,R&macr;ros Mining Town and the Circumference (1980),"R&macr;ros Mining Town and the Circumference is linked to the copper mines, established in the 17th century and exploited for 333 years until 1977. The site comprises the Town and its industrial-rural cultural landscapes; Femundshytta, a smelter with its associated area; and the Winter Transport Route. Completely rebuilt after its destruction by Swedish troops in 1679, R&macr;ros contains about 2000 wooden one- and two-storey houses and a smelting house. Many of these buildings have preserved their blackened wooden fa&Aacute;ades, giving the town a medieval appearance.&dagger;","N62 34 26, &dagger; &dagger; &dagger; &dagger; &dagger;E11 23 8","62.573889, 11.385556",http://whc.unesco.org/en/list/55,Norway4.jpg,R&macr;ros Mining Town and the Circumference (Norway) &copy; Jiri Havran
Norway,Struve Geodetic Arc (2005),"The Struve Arc is a chain of survey triangulations stretching from Hammerfest in Norway to the Black Sea, through 10 countries and over 2,820 km. These are points of a survey, carried out between 1816 and 1855 by the astronomer Friedrich Georg Wilhelm Struve, which represented the first accurate measuring of a long segment of a meridian. This helped to establish the exact size and shape of the planet and marked an important step in the development of earth sciences and topographic mapping.","N59 3 28 , &dagger; &dagger; &dagger; &dagger; &dagger; E26 20 16","59.057778, 26.337778",http://whc.unesco.org/en/list/1187,Norway5.jpg,"Struve Geodetic Arc (Belarus, Estonia, Finland, Latvia, Lithuania, Norway, Republic of Moldova, Russian Federation, Sweden, Ukraine) &copy; UNESCO"
Norway,Urnes Stave Church (1979),"The wooden church of Urnes (the stavkirke) stands in the natural setting of Sogn og Fjordane. It was built in the 12th and 13th centuries and is an outstanding example of traditional Scandinavian wooden architecture. It brings together traces of Celtic art, Viking traditions and Romanesque spatial structures.","N61 17 53.5014, &dagger; &dagger;E7 19 21.4284","61.298195, 7.322619",http://whc.unesco.org/en/list/58,Norway6.jpg,Urnes Stave Church (Norway) &copy; OUR PLACE The World Heritage Collection
Norway,Vega&macr;yan -- The Vega Archipelago (2004),"A cluster of dozens of islands centred on Vega, just south of the Arctic Circle, forms a cultural landscape of 103,710 ha, of which 6,930 ha is land. The islands bear testimony to a distinctive frugal way of life based on fishing and the harvesting of the down of eider ducks, in an inhospitable environment. The Vega Archipelago reflects the way fishermen/farmers have, over the past 1,500 years, maintained a sustainable living and the contribution of women to eiderdown harvesting.","N 65 37 0.012, &dagger; &dagger; &dagger; &dagger;E 11 45 0","65.61667, &dagger; &dagger; &dagger; &dagger; 11.75",http://whc.unesco.org/en/list/1143,Norway7.jpg,Vega&macr;yan -- The Vega Archipelago (Norway) &copy; DN Lars Lofaldli
Norway,West Norwegian Fjords &ntilde; Geirangerfjord and N&Ecirc;r&macr;yfjord (2005),"Situated in south-western Norway, north-east of Bergen, Geirangerfjord and N&Ecirc;r&macr;yfjord, set 120 km from one another, are part of the west Norwegian fjord landscape, which stretches from Stavanger in the south to Andalsnes, 500 km to the north-east. The two fjords, among the world&iacute;s longest and deepest, are considered as archetypical fjord landscapes and among the most scenically outstanding anywhere.&dagger;","N62 7 0.012, &dagger; &dagger; &dagger; &dagger; &dagger;E7 10 0.012","62.11667, &dagger; &dagger; &dagger;7.16667",http://whc.unesco.org/en/list/1195,Norway8.jpg,West Norwegian Fjords &ntilde; Geirangerfjord and N&Ecirc;r&macr;yfjord (Norway) &copy; Andrea Albertino
Denmark,"Jelling Mounds, Runic Stones and Church","The Jelling burial mounds and one of the runic stones are striking examples of pagan Nordic culture, while the other runic stone and the church illustrate the Christianization of the Danish people towards the middle of the 10th century.","N 55 45 23, E 9 25 12","55.756389, 9.42",http://whc.unesco.org/en/list/697,Denmark1.jpg,"Jelling Mounds, Runic Stones and Church &copy; OUR PLACE The World Heritage Collection"
Denmark,Roskilde Cathedral,"Built in the 12th and 13th centuries, this was Scandinavia's first Gothic cathedral to be built of brick and it encouraged the spread of this style throughout northern Europe. It has been the mausoleum of the Danish royal family since the 15th century. Porches and side chapels were added up to the end of the 19th century. Thus it provides a clear overview of the development of European religious architecture.","N 55 38 32, E 12 4 47","55.642222, 12.079722",http://whc.unesco.org/en/list/695,Denmark2.jpg,Roskilde Cathedral in August &copy; UNESCO
Denmark,Kronborg Castle,"Located on a strategically important site commanding the Sund, the stretch of water between Denmark and Sweden, the Royal castle of Kronborg at Helsing&macr;r (Elsinore) is of immense symbolic value to the Danish people and played a key role in the history of northern Europe in the 16th-18th centuries","N 56 2 20.004, E 12 37 15","56.03889, 12.620833",http://whc.unesco.org/en/list/696,Denmark3.jpg,Kronborg Castle (Denmark) &copy; OUR PLACE The World Heritage Collection
Denmark,"Christiansfeld, a Moravian Church Settlement","Founded in 1773 in South Jutland, the site is an example of a planned settlement of the Moravian Church, a Lutheran free congregation centred in Herrnhut, Saxony. The town was planned to represent the Protestant urban ideal, constructed around a central Church square.","N 55 21 20, E 9 28 53","55.355556, 9.481389",http://whc.unesco.org/en/list/1468,Denmark4.jpg,Church square &copy; Kolding Kommune
Denmark,The par force hunting landscape in North Zealand (General area)&dagger;,"Located about 30 km northeast of Copenhagen, this cultural landscape encompasses the two hunting forests of Store Dyrehave and Gribskov, as well as the hunting park of J&Ecirc;gersborg Hegn/J&Ecirc;gersborg Dyrehave.","N 55 54 49, E 12 21 28","55.913611, 12.357778",http://whc.unesco.org/en/list/1469,Denmark5.jpg,The par force hunting landscape in North Zealand &copy; Ko Hon Chiu Vincent
Denmark,Ilulissat Icefjord,"Located on the west coast of Greenland, 250 km north of the Arctic Circle, Greenland&iacute;s Ilulissat Icefjord (40,240 ha) is the sea mouth of Sermeq Kujalleq, one of the few glaciers through which the Greenland ice cap reaches the sea. Sermeq Kujalleq is one of the fastest (19 m per day) and most active glaciers in the world.","N 69 7 60, W 49 30 0","69.133333, -49.5",http://whc.unesco.org/en/list/1149,Denmark6.jpg,"Icebergs in Disko Bay, Fishing boat, UNESCO World Heritage Site, Ilulissat, Jakobshavn, Greenland, Denmark Icebergs dans Disko Bay, Bateau de p&Iacute;che, Site du Patrimoine Mondial de l&iacute;UNESCO, Ilulissat, Jakobshavn, Groenland, Danemark Eisberge in Disko Bay , Fischerboot, Welterbe der UNESCO, Ilulissat, Jakobshavn, Gr&circ;nland, Groenland, D&permil;nemark, Daenemark &copy; M & G Therin-Weise"
Denmark,Stevns Klint,"This geological site comprises a 15&dagger;km-long fossil-rich coastal cliff, offering exceptional evidence of the impact of the Chicxulub meteorite that crashed into the planet at the end of the Cretaceous, about 65&dagger;million years ago.&dagger;",N 55 16 2. E 12 25 24,"55.267222, 12.423333",http://whc.unesco.org/en/list/1416,Denmark7.jpg,Stevns Klint &copy; Jacob Lautrup
Denmark (General area),Wadden Sea,"The Wadden Sea is the largest unbroken system of intertidal sand and mud flats in the world. The site covers the Dutch Wadden Sea Conservation Area, the German Wadden Sea National Parks of Lower Saxony and Schleswig-Holstein, and most of the Danish Wadden Sea maritime conservation area.","N 53 31 43, E 8 33 22","53.5286611, 8.556111",http://whc.unesco.org/en/list/1314,Denmark8.jpg,"Wadden Sea (Denmark, Germany, Netherlands) &copy; Klaus Dieter Meinen"
Estonia,Historic Centre (Old Town) Of Tallinn,"The origins of Tallinn date back to the 13th century, when a castle was built there by the crusading knights of the Teutonic Order. It developed as a major centre of the Hanseatic League, and its wealth is demonstrated by the opulence of the public buildings (the churches in particular) and the domestic architecture of the merchants' houses, which have survived to a remarkable degree despite the ravages of fire and war in the intervening centuries.","N59 25 59.988, E24 43 60","&dagger;59.43333, 24.733333",http://whc.unesco.org/en/list/822,Denmark9.jpg,Historic Centre (Old Town) of Tallinn (Estonia) &copy; Fiona Starr
Estonia,Struve Geodetic Arc,"The Struve Arc is a chain of survey triangulations stretching from Hammerfest in Norway to the Black Sea, through 10 countries and over 2,820 km. These are points of a survey, carried out between 1816 and 1855 by the astronomer Friedrich Georg Wilhelm Struve, which represented the first accurate measuring of a long segment of a meridian. This helped to establish the exact size and shape of the planet and marked an important step in the development of earth sciences and topographic mapping. It is an extraordinary example of scientific collaboration among scientists from different countries, and of collaboration between monarchs for a scientific cause. The original arc consisted of 258 main triangles with 265 main station points. The listed site includes 34 of the original station points, with different markings, i.e. a drilled hole in rock, iron cross, cairns, or built obelisks.","N59 3 28, E26 20 16","59.057778, 26.337778 &dagger;",http://whc.unesco.org/en/list/1187,Denmark10.jpg,"Struve Geodetic Arc (Belarus, Estonia, Finland, Latvia, Lithuania, Norway, Republic of Moldova, Russian Federation, Sweden, Ukraine) &copy; UNESCO"
Andorra,Madriu-Perafita-Claror Valley (2004),"The cultural landscape of Madriu-Perafita-Claror Valley offers a microcosmic perspective of the way people have harvested the resources of the high Pyrenees over millennia. Its dramatic glacial landscapes of craggy cliffs and glaciers, with high open pastures and steep wooded valleys, covers an area of 4,247 ha, 9% of the total area of the principality.","N 42 29 27.3762, &dagger; &dagger; &dagger; &dagger; &dagger; &dagger;E 1 35 19.3092","42.490938, 1.588697",http://whc.unesco.org/en/list/1160,AC1.jpg,Madriu-Perafita-Claror Valley &copy; Permanent Delegation - Andorra
Armenia,"Monasteries of Haghpat and Sanahin

","These two Byzantine monasteries in the Tumanian region from the period of prosperity during the Kiurikian dynasty (10th to 13th century) were important centres of learning. Sanahin was renown for its school of illuminators and calligraphers. The two monastic complexes represent the highest flowering of Armenian religious architecture, whose unique style developed from a blending of elements of Byzantine ecclesiastical architecture and the traditional vernacular architecture of the Caucasian region.",N41 5 42 E44 42 37.008,"40.15931, 44.29514",http://whc.unesco.org/en/list/777,AC2.jpg,Monasteries of Haghpat and Sanahin &copy; Vincent Ko Hon Chiu
Armenia,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots (2000),"The cathedral and churches of Echmiatsin and the archaeological remains at Zvartnots graphically illustrate the evolution and development of the Armenian central-domed cross-hall type of church, which exerted a profound influence on architectural and artistic development in the region.","N40 9 33.516, E44 17 42.504","40.160239, 44.336339",http://whc.unesco.org/en/list/1011,AC3.jpg,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots &copy; OUR PLACE The World Heritage Collection
Austria,Historic Centre of the City of Salzburg,"Salzburg has managed to preserve an extraordinarily rich urban fabric, developed over the period from the Middle Ages to the 19th century when it was a city-state ruled by a prince-archbishop. Its Flamboyant Gothic art attracted many craftsmen and artists before the city became even better known through the work of the Italian architects Vincenzo Scamozzi and Santini Solari, to whom the centre of Salzburg owes much of its Baroque appearance. This meeting-point of northern and southern Europe perhaps sparked the genius of Salzburg&iacute;s most famous son, Wolfgang Amadeus Mozart, whose name has been associated with the city ever since.",N47 48 2 E13 2 36,"47.800556, 13.043333 ",http://whc.unesco.org/en/list/784,AC4.jpg,Historic Centre of the City of Salzburg (Austria) &copy; Tourismus Salzburg GmbH
Austria,Palace and Gardens of Sch&circ;nbrunn,"From the 18th century to 1918, Sch&circ;nbrunn was the residence of the Habsburg emperors. It was designed by the architects Johann Bernhard Fischer von Erlach and Nicolaus Pacassi and is full of outstanding examples of decorative art. Together with its gardens, the site of the world&iacute;s first zoo in 1752, it is a remarkable Baroque ensemble and a perfect example of Gesamtkunstwerk","N48 11 12, E16 18 48","48.186667, 16.313333",http://whc.unesco.org/en/list/786,AC5.jpg,Palace and Gardens of Sch&circ;nbrunn (Austria) &copy; OUR PLACE The World Heritage Collection
Austria,Hallstatt-Dachstein / Salzkammergut Cultural Landscape,"Human activity in the magnificent natural landscape of the Salzkammergut began in prehistoric times, with the salt deposits being exploited as early as the 2nd millennium BC. This resource formed the basis of the area&iacute;s prosperity up to the middle of the 20th century, a prosperity that is reflected in the fine architecture of the town of Hallstatt.","N47 33 34, E13 38 47","47.559444, 13.646389",http://whc.unesco.org/en/list/806,AC6.jpg,Hallstatt &copy; Sacred sites
Austria,Semmering Railway,"The Semmering Railway, built over 41 km of high mountains between 1848 and 1854, is one of the greatest feats of civil engineering from this pioneering phase of railway building. The high standard of the tunnels, viaducts and other works has ensured the continuous use of the line up to the present day. It runs through a spectacular mountain landscape and there are many fine buildings designed for leisure activities along the way, built when the area was opened up due to the advent of the railway.",N47 38 55.6 E15 49 40.7,"47.648778, 15.827972",http://whc.unesco.org/en/list/785,AC7.jpg,Semmering Railway &copy; OUR PLACE The World Heritage Collection
Austria,City of Graz &ntilde; Historic Centre and Schloss Eggenberg,The City of Graz &ntilde; Historic Centre and Schloss Eggenberg bear witness to an exemplary model of the living heritage of a central European urban complex influenced by the secular presence of the Habsburgs and the cultural and artistic role played by the main aristocratic families.,"N47 4 27, E15 23 30","47.074167, 15.391667",http://whc.unesco.org/en/list/931,AC8.jpg,City of Graz &ntilde; Historic Centre and Schloss Eggenberg &copy; Vincent Ko Hon Chiu
Austria,Wachau Cultural Landscape,"The Wachau is a stretch of the Danube Valley between Melk and Krems, a landscape of high visual quality.&dagger;","N48 23 22.59, E15 28 29.6","48.389609, 15.47489",http://whc.unesco.org/en/list/970,AC9.jpg,Wachau Cultural Landscape &copy; Jakob H&cedil;rner
Austria,Fert&circ; / Neusiedlersee Cultural Landscape,"The Fert&circ;/Neusiedler Lake area has been the meeting place of different cultures for eight millennia. This is graphically demonstrated by its varied landscape, the result of an evolutionary symbiosis between human activity and the physical environment.","N47 51 54.15, E16 46 39.21","47.865043, 16.777559",http://whc.unesco.org/en/list/772,AC10.jpg,Fert&circ; / Neusiedlersee Cultural Landscape
Austria,Historic Centre of Vienna,"Vienna developed from early Celtic and Roman settlements into a Medieval and Baroque city, the capital of the Austro-Hungarian Empire.","N 48 12 32, E 16 22 11","48.208877, 16.369743",http://whc.unesco.org/en/list/1033,AC11.jpg,Historic Centre of Vienna (Austria) &copy; Silvan Rehfeld
Austria,Prehistoric Pile Dwellings around the Alps,"This serial property of 111 small individual sites encompasses the remains of prehistoric pile-dwelling (or stilt house) settlements in and around the Alps built from around 5000 to 500 B.C. on the edges of lakes, rivers or wetlands.","N47 16 42, E8 12 27","47.278333, 8.2075",http://whc.unesco.org/en/list/1363,AC12.jpg,"Original piles in Lac de Chalain, rive occidentale (FR-39-02) with the reconstruction of a Neolithic dwelling in the background. Prehistoric Pile dwellings around the Alps (Austria, France, Germany, Italy, Slovenia, Switzerland) &copy; P. P&Egrave;trequin, Centre de la Recherches Archeologique de la Vall&Egrave;e de l&iacute;Ain"
Belgium,Belfries of Belgium and France (1999),"Twenty-three belfries in the north of France and the belfry of Gembloux in Belgium were inscribed as a group, an extension to the 32 Belgian belfries inscribed in 1999 as Belfries of Flanders and Wallonia. Built between the 11th and 17th centuries, they showcase the Roman, Gothic, Renaissance and Baroque styles of architecture. They are highly significant tokens of the winning of civil liberties. While Italian, German and English towns mainly opted to build town halls, in part of north-western Europe, greater emphasis was placed on building belfries. Compared with the keep (symbol of the seigneurs) and the bell-tower (symbol of the Church), the belfry, the third tower in the urban landscape, symbolizes the power of the aldermen. Over the centuries, they came to represent the influence and wealth of the towns. A symbolic element in the landscape in ancient Netherlands and the north of France, the belfry represents, in the heart of urban areas, the birth of municipal power in the Middle Ages.","N 51 12 29.6994, &dagger;E 3 13 29.3916","51.208250, 3.224831",http://whc.unesco.org/en/list/943,AC13.jpg,"Belfries of Belgium and France (Belgium, France) &copy; Editions Gelbart"
Belgium,Flemish B&Egrave;guinages (1998),"The B&Egrave;guines were women who dedicated their lives to God without retiring from the world. In the 13th century they founded the b&Egrave;guinages , enclosed communities designed to meet their spiritual and material needs. The Flemish b&Egrave;guinages are architectural ensembles composed of houses, churches, ancillary buildings and green spaces, with a layout of either urban or rural origin and built in styles specific to the Flemish cultural region. They are a fascinating reminder of the tradition of the B&Egrave;guines that developed in north-western Europe in the Middle Ages.","N51 1 51.5, &dagger; &dagger; &dagger; &dagger;E4 28 25.5","51.030972, 4.47375",http://whc.unesco.org/en/list/943,AC14.jpg,"Belfries of Belgium and France (Belgium, France) &copy; Editions Gelbart"
Belgium,Historic Centre of Brugge (2000),"Brugge is an outstanding example of a medieval historic settlement, which has maintained its historic fabric as this has evolved over the centuries, and where original Gothic constructions form part of the town's identity. The Historic Centre of Brugge is an outstanding example of an architectural ensemble, illustrating significant stages in the commercial and cultural fields in medieval Europe. As the birthplace of the school of the Flemish Primitives, it has favored innovative artistic influences in the development of medieval painting.","N51 12 32.076, E3 13 30.972","51.20891, 3.22527",http://whc.unesco.org/en/list/996,AC15.jpg,Historic Centre of Brugge (Belgium) &copy; OUR PLACE The World Heritage Collection
