Location,Site Name,Site Description,Latitude and Longitude(Deg Min Sec),Latitude and Longitude(Decimal),Link to site location,Picture Location,Copyright
France,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","The nature reserve, which is part of the Regional Natural Park of Corsica, occupies the Scandola peninsula, an impressive, porphyritic rock mass. The vegetation is an outstanding example of scrubland. Seagulls, cormorants and sea eagles can be found there. The clear waters, with their islets and inaccessible caves, host a rich marine life.","N42 19 30.7,      E8 37 43.8","42.325194, 42.325194",http://whc.unesco.org/en/list/258,FRANCE39.jpg,© Evergreen
France,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,"The tropical lagoons and coral reefs of New Caledonia are an outstanding example of high diversity coral reef ecosystems and form one of the three most extensive reef systems in the world.  They are of exceptional natural beauty, and contain diverse reefs of varying age from living reefs through to ancient fossil reefs, providing an important source of information on the natural history of Oceania.","S20 24 43 ,     E164 33 59","-20.411944, 164.566389 ",http://whc.unesco.org/en/list/1115,FRANCE40.jpg,© Eloïse Bresson
France,"Pitons, cirques and remparts of Reunion Island","Dominated by two towering volcanic peaks, massive walls and three cliff-rimmed cirques, the property includes a great variety of rugged terrain and impressive escarpments, forested gorges and basins creating a visually striking landscape. It is the natural habitat for a wide diversity of plants, presenting a high level of endemism. There are subtropical rainforests, cloud forests and heaths creating a remarkable and visually appealing mosaic of ecosystems and landscape features.","S21 5 58,         E55 28 48","-21.099444, 55.48",http://whc.unesco.org/en/list/1317,FRANCE41.jpg,© Hervé Douris
France,Pyrénées - Mont Perdu,"The site, with a total area of 30,639 ha, includes two of Europe's largest and deepest canyons on the Spanish side and three major cirque walls on the more abrupt northern slopes with France, classic presentations of these geological landforms. The site is also a pastoral landscape reflecting an agricultural way of life that was once widespread in the upland regions of Europe but now survives only in this part of the Pyrénées. ","N42 41 7.512,    E0 0 1.8","42.68542, 0.0005 ",http://whc.unesco.org/en/list/773,FRANCE42.jpg,© UNESCO
Norway,Bryggen (1979),"Bryggen, the old wharf of Bergen, is a reminder of the town’s importance as part of the Hanseatic League’s trading empire from the 14th to the mid-16th century. Many fires, the last in 1955, have ravaged the characteristic wooden houses of Bryggen. Its rebuilding has traditionally followed old patterns and methods, thus leaving its main structure preserved, which is a relic of an ancient wooden urban structure once common in Northern Europe. Today, some 62 buildings remain of this former townscape.","N60 23 49.992,     E5 19 23.016","60.39722, 5.32306",http://whc.unesco.org/en/list/59,Norway1.jpg,Bryggen © Erik K Veland
Norway,Rjukan-Notodden Industrial Heritage Site (2015),"Located in a dramatic landscape of mountains, waterfalls and river valleys, the site comprises hydroelectric power plants, transmission lines, factories, transport systems and towns. The company towns of Rjukan and Notodden show workers’ accommodation and social institutions linked by rail and ferry to ports where the fertilizer was loaded. The Rjukan-Notodden site manifests an exceptional combination of industrial assets and themes associated to the natural landscape. It stands out as an example of a new global industry in the early 20th century.","N59 52 43,            E8 35 37","59.878611, 8.593611",http://whc.unesco.org/en/list/1486,Norway2.jpg,Rjukan seen from top of Krosso Aerial Cableway © Hans-Dieter Fleger
Norway,Rock Art of Alta (1985),"This group of petroglyphs in the Alta Fjord, near the Arctic Circle, bears the traces of a settlement dating from c. 4200 to 500 B.C. The thousands of paintings and engravings add to our understanding of the environment and human activities on the fringes of the Far North in prehistoric times.","N69 57 0,            E23 10 59.988","69.95,   23.18333 ",http://whc.unesco.org/en/list/352,Norway3.jpg,Rock Art of Alta (Norway) © UNESCO
Norway,Røros Mining Town and the Circumference (1980),"Røros Mining Town and the Circumference is linked to the copper mines, established in the 17th century and exploited for 333 years until 1977. The site comprises the Town and its industrial-rural cultural landscapes; Femundshytta, a smelter with its associated area; and the Winter Transport Route. Completely rebuilt after its destruction by Swedish troops in 1679, Røros contains about 2000 wooden one- and two-storey houses and a smelting house. Many of these buildings have preserved their blackened wooden façades, giving the town a medieval appearance. ","N62 34 26,          E11 23 8","62.573889, 11.385556",http://whc.unesco.org/en/list/55,Norway4.jpg,Røros Mining Town and the Circumference (Norway) © Jiri Havran
Norway,Struve Geodetic Arc (2005),"The Struve Arc is a chain of survey triangulations stretching from Hammerfest in Norway to the Black Sea, through 10 countries and over 2,820 km. These are points of a survey, carried out between 1816 and 1855 by the astronomer Friedrich Georg Wilhelm Struve, which represented the first accurate measuring of a long segment of a meridian. This helped to establish the exact size and shape of the planet and marked an important step in the development of earth sciences and topographic mapping.","N59 3 28 ,           E26 20 16","59.057778, 26.337778",http://whc.unesco.org/en/list/1187,Norway5.jpg,"Struve Geodetic Arc (Belarus, Estonia, Finland, Latvia, Lithuania, Norway, Republic of Moldova, Russian Federation, Sweden, Ukraine) © UNESCO"
Norway,Urnes Stave Church (1979),"The wooden church of Urnes (the stavkirke) stands in the natural setting of Sogn og Fjordane. It was built in the 12th and 13th centuries and is an outstanding example of traditional Scandinavian wooden architecture. It brings together traces of Celtic art, Viking traditions and Romanesque spatial structures.","N61 17 53.5014,    E7 19 21.4284","61.298195, 7.322619",http://whc.unesco.org/en/list/58,Norway6.jpg,Urnes Stave Church (Norway) © OUR PLACE The World Heritage Collection
Norway,Vegaøyan -- The Vega Archipelago (2004),"A cluster of dozens of islands centred on Vega, just south of the Arctic Circle, forms a cultural landscape of 103,710 ha, of which 6,930 ha is land. The islands bear testimony to a distinctive frugal way of life based on fishing and the harvesting of the down of eider ducks, in an inhospitable environment. The Vega Archipelago reflects the way fishermen/farmers have, over the past 1,500 years, maintained a sustainable living and the contribution of women to eiderdown harvesting.","N 65 37 0.012,        E 11 45 0","65.61667,         11.75",http://whc.unesco.org/en/list/1143,Norway7.jpg,Vegaøyan -- The Vega Archipelago (Norway) © DN Lars Lofaldli
Norway,West Norwegian Fjords – Geirangerfjord and Nærøyfjord (2005),"Situated in south-western Norway, north-east of Bergen, Geirangerfjord and Nærøyfjord, set 120 km from one another, are part of the west Norwegian fjord landscape, which stretches from Stavanger in the south to Andalsnes, 500 km to the north-east. The two fjords, among the world’s longest and deepest, are considered as archetypical fjord landscapes and among the most scenically outstanding anywhere. ","N62 7 0.012,          E7 10 0.012","62.11667,      7.16667",http://whc.unesco.org/en/list/1195,Norway8.jpg,West Norwegian Fjords – Geirangerfjord and Nærøyfjord (Norway) © Andrea Albertino
Denmark,"Jelling Mounds, Runic Stones and Church","The Jelling burial mounds and one of the runic stones are striking examples of pagan Nordic culture, while the other runic stone and the church illustrate the Christianization of the Danish people towards the middle of the 10th century.","N 55 45 23, E 9 25 12","55.756389, 9.42",http://whc.unesco.org/en/list/697,Denmark1.jpg,"Jelling Mounds, Runic Stones and Church © OUR PLACE The World Heritage Collection"
Denmark,Roskilde Cathedral,"Built in the 12th and 13th centuries, this was Scandinavia's first Gothic cathedral to be built of brick and it encouraged the spread of this style throughout northern Europe. It has been the mausoleum of the Danish royal family since the 15th century. Porches and side chapels were added up to the end of the 19th century. Thus it provides a clear overview of the development of European religious architecture.","N 55 38 32, E 12 4 47","55.642222, 12.079722",http://whc.unesco.org/en/list/695,Denmark2.jpg,Roskilde Cathedral in August © UNESCO
Denmark,Kronborg Castle,"Located on a strategically important site commanding the Sund, the stretch of water between Denmark and Sweden, the Royal castle of Kronborg at Helsingør (Elsinore) is of immense symbolic value to the Danish people and played a key role in the history of northern Europe in the 16th-18th centuries","N 56 2 20.004, E 12 37 15","56.03889, 12.620833",http://whc.unesco.org/en/list/696,Denmark3.jpg,Kronborg Castle (Denmark) © OUR PLACE The World Heritage Collection
Denmark,"Christiansfeld, a Moravian Church Settlement","Founded in 1773 in South Jutland, the site is an example of a planned settlement of the Moravian Church, a Lutheran free congregation centred in Herrnhut, Saxony. The town was planned to represent the Protestant urban ideal, constructed around a central Church square.","N 55 21 20, E 9 28 53","55.355556, 9.481389",http://whc.unesco.org/en/list/1468,Denmark4.jpg,Church square © Kolding Kommune
Denmark,The par force hunting landscape in North Zealand (General area) ,"Located about 30 km northeast of Copenhagen, this cultural landscape encompasses the two hunting forests of Store Dyrehave and Gribskov, as well as the hunting park of Jægersborg Hegn/Jægersborg Dyrehave.","N 55 54 49, E 12 21 28","55.913611, 12.357778",http://whc.unesco.org/en/list/1469,Denmark5.jpg,The par force hunting landscape in North Zealand © Ko Hon Chiu Vincent
Denmark,Ilulissat Icefjord,"Located on the west coast of Greenland, 250 km north of the Arctic Circle, Greenland’s Ilulissat Icefjord (40,240 ha) is the sea mouth of Sermeq Kujalleq, one of the few glaciers through which the Greenland ice cap reaches the sea. Sermeq Kujalleq is one of the fastest (19 m per day) and most active glaciers in the world.","N 69 7 60, W 49 30 0","69.133333, -49.5",http://whc.unesco.org/en/list/1149,Denmark6.jpg,"Icebergs in Disko Bay, Fishing boat, UNESCO World Heritage Site, Ilulissat, Jakobshavn, Greenland, Denmark Icebergs dans Disko Bay, Bateau de pêche, Site du Patrimoine Mondial de l’UNESCO, Ilulissat, Jakobshavn, Groenland, Danemark Eisberge in Disko Bay , Fischerboot, Welterbe der UNESCO, Ilulissat, Jakobshavn, Grönland, Groenland, Dänemark, Daenemark © M & G Therin-Weise"
Denmark,Stevns Klint,"This geological site comprises a 15 km-long fossil-rich coastal cliff, offering exceptional evidence of the impact of the Chicxulub meteorite that crashed into the planet at the end of the Cretaceous, about 65 million years ago. ",N 55 16 2. E 12 25 24,"55.267222, 12.423333",http://whc.unesco.org/en/list/1416,Denmark7.jpg,Stevns Klint © Jacob Lautrup
Denmark (General area),Wadden Sea,"The Wadden Sea is the largest unbroken system of intertidal sand and mud flats in the world. The site covers the Dutch Wadden Sea Conservation Area, the German Wadden Sea National Parks of Lower Saxony and Schleswig-Holstein, and most of the Danish Wadden Sea maritime conservation area.","N 53 31 43, E 8 33 22","53.5286611, 8.556111",http://whc.unesco.org/en/list/1314,Denmark8.jpg,"Wadden Sea (Denmark, Germany, Netherlands) © Klaus Dieter Meinen"
Estonia,Historic Centre (Old Town) Of Tallinn,"The origins of Tallinn date back to the 13th century, when a castle was built there by the crusading knights of the Teutonic Order. It developed as a major centre of the Hanseatic League, and its wealth is demonstrated by the opulence of the public buildings (the churches in particular) and the domestic architecture of the merchants' houses, which have survived to a remarkable degree despite the ravages of fire and war in the intervening centuries.","N59 25 59.988, E24 43 60"," 59.43333, 24.733333",http://whc.unesco.org/en/list/822,Denmark9.jpg,Historic Centre (Old Town) of Tallinn (Estonia) © Fiona Starr
Estonia,Struve Geodetic Arc,"The Struve Arc is a chain of survey triangulations stretching from Hammerfest in Norway to the Black Sea, through 10 countries and over 2,820 km. These are points of a survey, carried out between 1816 and 1855 by the astronomer Friedrich Georg Wilhelm Struve, which represented the first accurate measuring of a long segment of a meridian. This helped to establish the exact size and shape of the planet and marked an important step in the development of earth sciences and topographic mapping. It is an extraordinary example of scientific collaboration among scientists from different countries, and of collaboration between monarchs for a scientific cause. The original arc consisted of 258 main triangles with 265 main station points. The listed site includes 34 of the original station points, with different markings, i.e. a drilled hole in rock, iron cross, cairns, or built obelisks.","N59 3 28, E26 20 16","59.057778, 26.337778  ",http://whc.unesco.org/en/list/1187,Denmark10.jpg,"Struve Geodetic Arc (Belarus, Estonia, Finland, Latvia, Lithuania, Norway, Republic of Moldova, Russian Federation, Sweden, Ukraine) © UNESCO"
Andorra,Madriu-Perafita-Claror Valley (2004),"The cultural landscape of Madriu-Perafita-Claror Valley offers a microcosmic perspective of the way people have harvested the resources of the high Pyrenees over millennia. Its dramatic glacial landscapes of craggy cliffs and glaciers, with high open pastures and steep wooded valleys, covers an area of 4,247 ha, 9% of the total area of the principality.","N 42 29 27.3762,            E 1 35 19.3092","42.490938, 1.588697",http://whc.unesco.org/en/list/1160,AC1.jpg,Madriu-Perafita-Claror Valley © Permanent Delegation - Andorra
Armenia,"Monasteries of Haghpat and Sanahin

","These two Byzantine monasteries in the Tumanian region from the period of prosperity during the Kiurikian dynasty (10th to 13th century) were important centres of learning. Sanahin was renown for its school of illuminators and calligraphers. The two monastic complexes represent the highest flowering of Armenian religious architecture, whose unique style developed from a blending of elements of Byzantine ecclesiastical architecture and the traditional vernacular architecture of the Caucasian region.",N41 5 42 E44 42 37.008,"40.15931, 44.29514",http://whc.unesco.org/en/list/777,AC2.jpg,Monasteries of Haghpat and Sanahin © Vincent Ko Hon Chiu
Armenia,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots (2000),"The cathedral and churches of Echmiatsin and the archaeological remains at Zvartnots graphically illustrate the evolution and development of the Armenian central-domed cross-hall type of church, which exerted a profound influence on architectural and artistic development in the region.","N40 9 33.516, E44 17 42.504","40.160239, 44.336339",http://whc.unesco.org/en/list/1011,AC3.jpg,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots © OUR PLACE The World Heritage Collection
Austria,Historic Centre of the City of Salzburg,"Salzburg has managed to preserve an extraordinarily rich urban fabric, developed over the period from the Middle Ages to the 19th century when it was a city-state ruled by a prince-archbishop. Its Flamboyant Gothic art attracted many craftsmen and artists before the city became even better known through the work of the Italian architects Vincenzo Scamozzi and Santini Solari, to whom the centre of Salzburg owes much of its Baroque appearance. This meeting-point of northern and southern Europe perhaps sparked the genius of Salzburg’s most famous son, Wolfgang Amadeus Mozart, whose name has been associated with the city ever since.",N47 48 2 E13 2 36,"47.800556, 13.043333 ",http://whc.unesco.org/en/list/784,AC4.jpg,Historic Centre of the City of Salzburg (Austria) © Tourismus Salzburg GmbH
Austria,Palace and Gardens of Schönbrunn,"From the 18th century to 1918, Schönbrunn was the residence of the Habsburg emperors. It was designed by the architects Johann Bernhard Fischer von Erlach and Nicolaus Pacassi and is full of outstanding examples of decorative art. Together with its gardens, the site of the world’s first zoo in 1752, it is a remarkable Baroque ensemble and a perfect example of Gesamtkunstwerk","N48 11 12, E16 18 48","48.186667, 16.313333",http://whc.unesco.org/en/list/786,AC5.jpg,Palace and Gardens of Schönbrunn (Austria) © OUR PLACE The World Heritage Collection
Austria,Hallstatt-Dachstein / Salzkammergut Cultural Landscape,"Human activity in the magnificent natural landscape of the Salzkammergut began in prehistoric times, with the salt deposits being exploited as early as the 2nd millennium BC. This resource formed the basis of the area’s prosperity up to the middle of the 20th century, a prosperity that is reflected in the fine architecture of the town of Hallstatt.","N47 33 34, E13 38 47","47.559444, 13.646389",http://whc.unesco.org/en/list/806,AC6.jpg,Hallstatt © Sacred sites
Austria,Semmering Railway,"The Semmering Railway, built over 41 km of high mountains between 1848 and 1854, is one of the greatest feats of civil engineering from this pioneering phase of railway building. The high standard of the tunnels, viaducts and other works has ensured the continuous use of the line up to the present day. It runs through a spectacular mountain landscape and there are many fine buildings designed for leisure activities along the way, built when the area was opened up due to the advent of the railway.",N47 38 55.6 E15 49 40.7,"47.648778, 15.827972",http://whc.unesco.org/en/list/785,AC7.jpg,Semmering Railway © OUR PLACE The World Heritage Collection
Austria,City of Graz – Historic Centre and Schloss Eggenberg,The City of Graz – Historic Centre and Schloss Eggenberg bear witness to an exemplary model of the living heritage of a central European urban complex influenced by the secular presence of the Habsburgs and the cultural and artistic role played by the main aristocratic families.,"N47 4 27, E15 23 30","47.074167, 15.391667",http://whc.unesco.org/en/list/931,AC8.jpg,City of Graz – Historic Centre and Schloss Eggenberg © Vincent Ko Hon Chiu
Austria,Wachau Cultural Landscape,"The Wachau is a stretch of the Danube Valley between Melk and Krems, a landscape of high visual quality. ","N48 23 22.59, E15 28 29.6","48.389609, 15.47489",http://whc.unesco.org/en/list/970,AC9.jpg,Wachau Cultural Landscape © Jakob Hürner
Austria,Fertö / Neusiedlersee Cultural Landscape,"The Fertö/Neusiedler Lake area has been the meeting place of different cultures for eight millennia. This is graphically demonstrated by its varied landscape, the result of an evolutionary symbiosis between human activity and the physical environment.","N47 51 54.15, E16 46 39.21","47.865043, 16.777559",http://whc.unesco.org/en/list/772,AC10.jpg,Fertö / Neusiedlersee Cultural Landscape
Austria,Historic Centre of Vienna,"Vienna developed from early Celtic and Roman settlements into a Medieval and Baroque city, the capital of the Austro-Hungarian Empire.","N 48 12 32, E 16 22 11","48.208877, 16.369743",http://whc.unesco.org/en/list/1033,AC11.jpg,Historic Centre of Vienna (Austria) © Silvan Rehfeld
Austria,Prehistoric Pile Dwellings around the Alps,"This serial property of 111 small individual sites encompasses the remains of prehistoric pile-dwelling (or stilt house) settlements in and around the Alps built from around 5000 to 500 B.C. on the edges of lakes, rivers or wetlands.","N47 16 42, E8 12 27","47.278333, 8.2075",http://whc.unesco.org/en/list/1363,AC12.jpg,"Original piles in Lac de Chalain, rive occidentale (FR-39-02) with the reconstruction of a Neolithic dwelling in the background. Prehistoric Pile dwellings around the Alps (Austria, France, Germany, Italy, Slovenia, Switzerland) © P. Pétrequin, Centre de la Recherches Archeologique de la Vallée de l’Ain"
Belgium,Belfries of Belgium and France (1999),"Twenty-three belfries in the north of France and the belfry of Gembloux in Belgium were inscribed as a group, an extension to the 32 Belgian belfries inscribed in 1999 as Belfries of Flanders and Wallonia. Built between the 11th and 17th centuries, they showcase the Roman, Gothic, Renaissance and Baroque styles of architecture. They are highly significant tokens of the winning of civil liberties. While Italian, German and English towns mainly opted to build town halls, in part of north-western Europe, greater emphasis was placed on building belfries. Compared with the keep (symbol of the seigneurs) and the bell-tower (symbol of the Church), the belfry, the third tower in the urban landscape, symbolizes the power of the aldermen. Over the centuries, they came to represent the influence and wealth of the towns. A symbolic element in the landscape in ancient Netherlands and the north of France, the belfry represents, in the heart of urban areas, the birth of municipal power in the Middle Ages.","N 51 12 29.6994,  E 3 13 29.3916","51.208250, 3.224831",http://whc.unesco.org/en/list/943,AC13.jpg,"Belfries of Belgium and France (Belgium, France) © Editions Gelbart"
Belgium,Flemish Béguinages (1998),"The Béguines were women who dedicated their lives to God without retiring from the world. In the 13th century they founded the béguinages , enclosed communities designed to meet their spiritual and material needs. The Flemish béguinages are architectural ensembles composed of houses, churches, ancillary buildings and green spaces, with a layout of either urban or rural origin and built in styles specific to the Flemish cultural region. They are a fascinating reminder of the tradition of the Béguines that developed in north-western Europe in the Middle Ages.","N51 1 51.5,        E4 28 25.5","51.030972, 4.47375",http://whc.unesco.org/en/list/943,AC14.jpg,"Belfries of Belgium and France (Belgium, France) © Editions Gelbart"
Belgium,Historic Centre of Brugge (2000),"Brugge is an outstanding example of a medieval historic settlement, which has maintained its historic fabric as this has evolved over the centuries, and where original Gothic constructions form part of the town's identity. The Historic Centre of Brugge is an outstanding example of an architectural ensemble, illustrating significant stages in the commercial and cultural fields in medieval Europe. As the birthplace of the school of the Flemish Primitives, it has favored innovative artistic influences in the development of medieval painting.","N51 12 32.076, E3 13 30.972","51.20891, 3.22527",http://whc.unesco.org/en/list/996,AC15.jpg,Historic Centre of Brugge (Belgium) © OUR PLACE The World Heritage Collection
Belgium,"La Grand-Place, Brussels (1998)","La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings, dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this important political and commercial centre. It features buildings emblematic of municipal and ducal powers, and the old houses of corporations. It is interesting to note that this is a rare example of a square without a church or any other place of worship, which emphasizes its mercantile and administrative nature.","N50 50 48.048,  E4 21 8.712","50.84668, 4.35242",http://whc.unesco.org/en/list/857,AC16.jpg,"La Grand-Place, Brussels (Belgium) © M & G Therin-Weise"
Belgium,Major Mining Sites of Wallonia (2012),"The four sites of the property form a strip 170 km long by 3–15 km wide, crossing Belgium from east to west, consisting of the best-preserved 19th- and 20th-century coal-mining sites of the country. Among the earliest and largest in Europe, the four Walloon coalmines are testimony to the early dissemination of the technical, social and urban innovations of the industrial revolution. They then played a major exemplary role on the technical and social levels through to recent times. ","N50 26 7,          E3 50 18","50.435278, 3.838333",http://whc.unesco.org/en/list/1344,AC17.jpg,"Blegny, Major Mining Sites of Wallonia (Belgium) © SPW-Département du Patrimoine, Belgique"
Belgium,Major Town Houses of the Architect Victor Horta (Brussels) (2000),"The four major town houses - Hôtel Tassel, Hôtel Solvay, Hôtel van Eetvelde, and Maison & Atelier Horta - located in Brussels and designed by the architect Victor Horta, one of the earliest initiators of Art Nouveau, are some of the most remarkable pioneering works of architecture of the end of the 19th century. The stylistic revolution represented by these works is characterised by their open plan, diffusion and transformation of light throughout the construction, the creation of a decor that brilliantly illustrates the curved lines of decoration embracing the structure of the building, the use of new materials (steel and glass) and the introduction of modern technical utilities.","N50 49 41.016, E4 21 44.028","50.82806, 4.36223",http://whc.unesco.org/en/list/1005,AC18.jpg,Major Town Houses of the Architect Victor Horta (Brussels) © OUR PLACE The World Heritage Collection
Belgium,Neolithic Flint Mines at Spiennes (Mons) (2000),"The Neolithic flint mines at Spiennes, covering more than 100 ha, are the largest and earliest concentration of ancient mines in Europe. They are also remarkable for the diversity of technological solutions used for extraction and for the fact that they are directly linked to a settlement of the same period. It occupies two chalk plateaux located to the south-east of the city of Mons. They cover an area essentially devoted to agriculture. The site appears on the surface as a large area of meadows and fields strewn with millions of scraps of worked flint. Underground, the site is an immense network of galleries linked to the surface by vertical shafts dug by Neolithic populations.","N50 25 50.772, E3 58 43.644","50.43077, 3.97879",http://whc.unesco.org/en/list/1006,AC19.jpg,Neolithic Flint Mines at Spiennes (Mons) © Donar Reiskoffer
correct,,,N 50 25 30.669 E 3 59 21.555,"50.425186, 3.989321",,AC20.jpg,Notre-Dame Cathedral in Tournai (Belgium) © Jean-Pol GRANDMONT
Belgium,Notre-Dame Cathedral in Tournai (2000),"The Cathedral of Notre-Dame in Tournai was built in the first half of the 12th century. It is especially distinguished by a Romanesque nave of extraordinary dimensions, a wealth of sculpture on its capitals and a transept topped by five towers, all precursors of the Gothic style. The choir, rebuilt in the 13th century, is in the pure Gothic style. The present building is not homogeneous with regard to its chronology and conception, but the result of three coherent projects, completed and still distinguishable: the Romanesque nave and the transept, and the Gothic choir. The construction of the first two was for the greater part carried out in one go during the early 12th century; no major modification was made to the building during the following centuries, limiting its adaptations to the times.","N50 36 21.708, E3 23 21.336","50.60603, 3.38926",http://whc.unesco.org/en/list/1009,AC21.jpg,"© Vincent Ko Hon Chiu
Author: Vincent Ko Hon Chiu "
Belgium,Plantin-Moretus House-Workshops-Museum Complex (2005),"The Plantin-Moretus Museum is a printing plant and publishing house dating from the Renaissance and Baroque periods. Situated in Antwerp, one of the three leading cities of early European printing along with Paris and Venice, it is associated with the history of the invention and spread of typography. Its name refers to the greatest printer-publisher of the second half of the 16th century: Christophe Plantin (c. 1520–89). The monument is of outstanding architectural value. It contains exhaustive evidence of the life and work of what was the most prolific printing and publishing house in Europe in the late 16th century.","N51 13 5.988,   E4 23 52.008","51.21833, 4.39778",http://whc.unesco.org/en/list/1185,AC22.jpg,Stoclet House (Belgium) © Ministere de la Region de Bruxelles-Capitale
Belgium,Stoclet House (2009),"When banker and art collector Adolphe Stoclet commissioned this house from one of the leading architects of the Vienna Secession movement, Josef Hoffmann, in 1905, he imposed neither aesthetic nor financial restrictions on the project. The house and garden were completed in 1911 and their austere geometry marked a turning point in Art Nouveau, foreshadowing Art Deco and the Modern Movement in architecture. Stoclet House is one of the most accomplished and homogenous buildings of the Vienna Secession, and features works by Koloman Moser and Gustav Klimt, embodying the aspiration of creating a ‘total work of art' (Gesamtkunstwerk). Bearing testimony to artistic renewal in European architecture, the house retains a high level of integrity, both externally and internally as it retains most of its original fixtures and furnishings.","N50 50 6,          E4 24 58","50.835, 4.416111",http://whc.unesco.org/en/list/1298,AC23.jpg,"Chapelle notre-Dame du Haut, Vue de l'autel exterieur en Vue de l’autel extérieur © FLC/ADAGP"
Belgium,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement (2016)","Chosen from the work of Le Corbusier, the 17 sites comprising this transnational serial property are spread over seven countries and are a testimonial to the invention of a new architectural language that made a break with the past. They were built over a period of a half-century, in the course of what Le Corbusier described as “patient research”. The Complexe du Capitole in Chandigarh (India), the National Museum of Western Art, Tokyo (Japan), the House of Dr Curutchet in La Plata (Argentina) and the Unité d’habitation in Marseille (France) reflect the solutions that the Modern Movement sought to apply during the 20th century to the challenges of inventing new architectural techniques to respond to the needs of society. These masterpieces of creative genius also attest to the internationalization of architectural practice across the planet.",N46 28 6.29?  E6 49 45.61,"46.468414, 6.829336",http://whc.unesco.org/en/list/1321,AC24.jpg,"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut) (Belgium) © M & G Therin-Weise"
Belgium,"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut) (1998)","The four hydraulic boat-lifts on this short stretch of the historic Canal du Centre are industrial monuments of the highest quality. Together with the canal itself and its associated structures, they constitute a remarkably well-preserved and complete example of a late-19th-century industrial landscape. Of the eight hydraulic boat-lifts built at the end of the 19th and beginning of the 20th century, the only ones in the world which still exist in their original working condition are these four lifts on the Canal du Centre.",N 50 29 43.0434  E 4 5 39.3072,"50.495290, 4.094252",http://whc.unesco.org/en/list/856,AC25.jpg,Mehmed Paša Sokolovi? Bridge in Višegrad (Bosnia and Herzegovina) © Commision to Preserve National Monuments
Bosnia and Herzegoviana,Mehmed Paša Sokolovi? Bridge in Višegrad,"It represents a major stage in the history of civil engineering and bridge architecture, erected by one of the most celebrated builders of the Ottoman Empire. The bridge bears witness to important cultural exchanges between the Balkans, the Ottoman Empire and the Mediterranean world, between Christianity and Islam, through the long course of history. ","N43 46 56.6868, E19 17 16.7208","43.782413, 19.287978",http://whc.unesco.org/en/list/1260,AC26.jpg,Old Bridge Area of the Old City of Mostar © Silvan Rehfeld
Bosnia and Herzegoviana,"Old Bridge Area of the Old City of Mostar
","The Old Bridge Area, with its pre-Ottoman, Eastern Ottoman, Mediterranean and Western European architectural features, is an outstanding example of a multicultural urban settlement. The reconstructed Old Bridge and Old City of Mostar are symbols of reconciliation, international cooperation and the coexistence of diverse cultural, ethnic and religious communities. ","N43 20 53.232, E17 48 39.312","43.34812,  17.81092",http://whc.unesco.org/en/list/946,AC27.jpg,"Maculje, Novi Travnik © Adnan Šahbaz"
Bosnia and Herzegoviana,Ste?ci Medieval Tombstones Graveyards,"This serial property combines 28 sites, located in Bosnia and Herzegovina, western Serbia, western Montenegro and central and southern Croatia, representing these cemeteries and regionally distinctive medieval tombstones. The cemeteries, which date from the 12th to 16th centuries CE, are laid out in rows, as was the common custom in Europe from the Middle Ages. ","N43 5 31.97,   E17 55 26.59 ","43.092214, 17.924053",http://whc.unesco.org/en/list/1504,AC28.jpg,Ancient City of Nessebar (Bulgaria) © Gordontour
Bulgaria,Ancient City of Nessebar,"The Ancient City of Nessebar is an outstanding testimony of multilayered cultural and historical heritage. The urban structure contains elements from the second millennium BC, from Ancient Times and the Medieval period.","N42 39 33.1632, E27 44 7.5336","42.659212, 27.735426",http://whc.unesco.org/en/list/217,AC29.jpg,Ancient City of Nessebar (Bulgaria) © Gordontour
Bulgaria,Boyana Church,"From an architectural point of view, Boyana Church is a pure example of a church with a Greek cross ground-plan with dome, richly decorated facades and decoration of ceramic elements. It is one of the most remarkable medieval monuments with especially fine wall paintings.","N42 38 40.6716, E23 15 58.2588 ","42.644631, 23.266183",http://whc.unesco.org/en/list/42,AC30.jpg,Boyana Church © Vincent Ko Hon Chiu
Bulgaria,Madara Rider,"The Madara Rider is an exceptional work of art dating from the beginning of the 8th century. It is the only relief of its kind, having no parallel in Europe. It has survived in its authentic state, with no alternation in the past or the present.","N43 17 60, E27 8 60","43.27741, 27.118917",http://whc.unesco.org/en/list/43,AC31.jpg,The Madara Rider © OUR PLACE The World Heritage Collection
Bulgaria,Rila Monastery,In its complicated ten-century history the Rila monastery has been the hub of a strong spiritual and artistic influence over the Eastern Orthodox world during medieval times (11th-14th c.). Under Ottoman rule (1400-1878) the monastery influenced the development of the culture and the arts of all Christian nations within the Ottoman Empire.,"N42 8 0.1824, E23 20 24.4392","42.133384, 23.340122",http://whc.unesco.org/en/list/216,AC32.jpg,Rila Monastery (Bulgaria) © Nenko Lazarov
